ensgene	avg_exp	syn_z	mis_z	lof_z	pLI	bin
ENSG00000005700	0.387081468218442	0.269481456158063	0.96334819893655	5.4790599154084	0.901146102319855	[0.1,10)
ENSG00000005810	0.992972247090421	-0.682154296237874	5.0700942276724	11.9193775884475	1	[0.1,10)
ENSG00000005889	1.75061772605192	-0.0243532806135274	2.9034201225596	3.52671494512619	0.986133449821669	[0.1,10)
ENSG00000005893	137.274261414503	0.149674196734248	0.409671959767388	2.99497694638455	0.949783835469488	[10,1e+04)
ENSG00000005955	34.4026678603402	0.662944009518165	2.7063012791344	5.35829330687344	0.99992911200978	[10,1e+04)
ENSG00000006047	0.0414234556848702	0.918419298421829	1.4462807599848	3.89718391991874	0.968725623233792	[0,0.1)
ENSG00000006114	3.58712623097583	0.415252773342069	0.250386949653898	5.07546132432455	0.97274821167624	[0.1,10)
ENSG00000006116	0.0109131602506714	-0.172763440941994	3.15452970538091	3.57465424293847	0.987801232112246	[0,0.1)
ENSG00000006125	112.195586392122	0.834900463410624	4.94892256437014	5.2068108902228	0.999667233317167	[10,1e+04)
ENSG00000006210	0.0338316920322292	-0.584355487249904	0.893989333336517	3.13566003943036	0.963378216670433	[0,0.1)
ENSG00000006283	0.00507609668755595	-0.000534165222055543	4.97278693472493	6.99876573272162	0.999996517362333	[0,0.1)
ENSG00000006432	2.08702775290958	0.871959042265655	1.33943641666278	4.5187272984317	0.92339517875996	[0.1,10)
ENSG00000006451	39.5639301700985	0.562229478983036	2.80574031253979	3.00038355892679	0.950372431421878	[10,1e+04)
ENSG00000006468	0.0288093106535363	-2.15385651834015	-0.161873466380038	4.02622949694226	0.996674203240852	[0,0.1)
ENSG00000006634	0.517493285586392	-0.646077427690197	-0.102475717442972	4.4928905561838	0.998167681555921	[0.1,10)
ENSG00000006704	0.107985675917637	0.654766113938644	2.50707737392565	5.33732082220741	0.996434356913921	[0.1,10)
ENSG00000006740	0.56136078782453	-1.78706954810367	2.00693454527137	5.01632746463529	0.999299004436186	[0.1,10)
ENSG00000007047	2.98820053715309	0.983923237735976	3.46760450464969	5.14102212276075	0.999932135718548	[0.1,10)
ENSG00000007168	58.7293106535363	0.182083841086842	3.66292389449523	4.69040772361203	0.99963285344523	[10,1e+04)
ENSG00000007312	39.8399194270367	0.0899905442671624	1.55533071403932	2.99698105416471	0.950002656747314	[10,1e+04)
ENSG00000007350	5.15201432408236	-1.64662010980912	-1.04396528433303	4.06263060799333	0.99702623090185	[0.1,10)
ENSG00000007372	0.706401074306177	0.865113381995883	3.6377865280035	4.61664841228207	0.998807897358069	[0.1,10)
ENSG00000007402	0.471700984780662	1.0866844784221	3.27873027155614	6.11331887652791	0.999693296855458	[0.1,10)
ENSG00000007545	1.09773500447628	-1.56189133714258	1.59446298847637	4.39010398759671	0.95454193553226	[0.1,10)
ENSG00000007923	2.05723366159355	-0.287377334146731	1.99692245606189	5.35181951142082	0.999970790294974	[0.1,10)
ENSG00000007968	20.4681915846016	-0.781404689123385	0.952430699639038	3.14998465456603	0.914702778499156	[10,1e+04)
ENSG00000008083	34.630769919427	0.261554616805569	3.70236228763522	5.64753979784859	0.999862193011047	[10,1e+04)
ENSG00000008086	0.0116293643688451	-0.721383976377185	2.55917618401742	4.70770623631177	0.997790054805334	[0,0.1)
ENSG00000008196	0.0291942703670546	2.059820965058	2.95127460710089	3.68186989827133	0.990904305042869	[0,0.1)
ENSG00000008197	0.0207430617726052	0.676812639125771	1.31129626848239	3.41792556578082	0.981586998492109	[0,0.1)
ENSG00000008277	0.0887914055505819	1.62799699253927	2.55559093594005	5.96581383603533	0.999388899396346	[0,0.1)
ENSG00000008294	23.4676186213071	0.770641176147079	2.72896344262807	6.67845838938931	0.999998937733062	[10,1e+04)
ENSG00000008300	0.0881736794986571	2.99781720703038	6.17417400541139	7.58626541377497	0.999656221390747	[0,0.1)
ENSG00000008441	0.0984691136974038	2.05295075815928	4.93570277912996	3.61505903535389	0.989066455193014	[0,0.1)
ENSG00000008710	13.7012354521038	-5.07479638979206	-0.678561094768309	7.29075590152253	0.999905331991465	[10,1e+04)
ENSG00000008735	0.0520232766338406	2.89469232585145	3.88800567453978	4.12161292200497	0.997524779751463	[0,0.1)
ENSG00000008952	38.7893464637422	-0.0172410485239837	1.46190298539655	3.54446191750091	0.967257862682972	[10,1e+04)
ENSG00000009307	13.2489435989257	0.663208601205397	3.22300231849498	5.45065141264569	0.999951563731616	[10,1e+04)
ENSG00000009335	6.41304386750224	0.539915675986837	2.38877785061581	6.38119198288733	0.999999273217422	[0.1,10)
ENSG00000009413	0.342909579230081	-1.78710707549186	-0.0151897671410808	9.24995813769591	0.999999999999932	[0.1,10)
ENSG00000009694	0.00178155774395703	-1.10808705681209	3.28666205431865	6.96466867699818	0.999995817016826	[0,0.1)
ENSG00000009954	28.8052551477171	-1.13709467445448	3.80266433461368	6.66893657504048	0.999999562861573	[10,1e+04)
ENSG00000010017	20.4062757385855	0.814234357503524	2.39304999570733	5.26500286068844	0.999958495559594	[10,1e+04)
ENSG00000010072	4.80344673231871	0.00307130111860337	-0.351019911433768	3.75086084118968	0.981335747291668	[0.1,10)
ENSG00000010404	136.547018800358	0.442614383201493	1.17863110849066	3.37106866493976	0.97925991869458	[10,1e+04)
ENSG00000010671	74.161951656222	0.356970258041911	4.38116808990503	4.64156275938298	0.999563220319725	[10,1e+04)
ENSG00000010810	41.5591405550582	-0.0644509557810489	4.42910520546274	4.51469625045849	0.99563570991725	[10,1e+04)
ENSG00000010818	0.0474932855863921	-1.08731983363037	0.855007306160765	6.53794713944496	0.999999664252267	[0,0.1)
ENSG00000011007	11.3830707251567	0.210213230778251	1.22518789694853	5.65870770898396	0.999991942292927	[10,1e+04)
ENSG00000011009	4.84811996418979	0.506871182898821	1.88132431741874	3.37605553630803	0.979519145027567	[0.1,10)
ENSG00000011028	0.314816472694718	0.712610391351788	2.44379542197939	5.9318336269742	0.985888157648222	[0.1,10)
ENSG00000011201	0.315738585496867	0.118183503668448	0.818184223167406	3.98744567866299	0.938574322654335	[0.1,10)
ENSG00000011258	0.516723366159355	0.456797439513669	2.39110523757032	4.2007508433796	0.995179972273057	[0.1,10)
ENSG00000011304	18.7568576544315	-1.93562435022608	2.10567827429786	4.33136155491908	0.998739199526157	[10,1e+04)
ENSG00000011332	0.147538048343778	0.713056269751887	3.36979992364264	3.93294941138869	0.988986049504721	[0.1,10)
ENSG00000011347	0.0285675917636526	-0.0491691851740158	2.97998772633986	3.0987010003879	0.904578639335977	[0,0.1)
ENSG00000011426	0.0949955237242614	-0.381210354039646	-0.400657238863221	5.30576029225056	0.923521451884595	[0,0.1)
ENSG00000011451	2.57939122649955	-0.402217252099297	2.35205498035856	4.38377062250637	0.998940437498306	[0.1,10)
ENSG00000011454	14.1865711727842	-0.107157831058018	2.47673350914525	6.45873101672626	0.999999799770328	[10,1e+04)
ENSG00000011485	6.54204118173679	1.29010378805712	2.81172272394932	4.43009068516433	0.999092990117994	[0.1,10)
ENSG00000012174	3.03799462846911	-0.137984920141663	1.94296080925207	3.3042825409265	0.94019932230867	[0.1,10)
ENSG00000012660	22.5237779767234	0.330833489305257	1.45842104397788	3.2028986448498	0.924260371630133	[10,1e+04)
ENSG00000012983	1.87818263205013	-0.287812714306915	0.619514005375149	4.61390469306507	0.944269981947709	[0.1,10)
ENSG00000014164	98.5270367054611	-3.30120199104735	-0.38522464041622	3.85367571789498	0.96453876461509	[10,1e+04)
ENSG00000014641	5.31718889883617	0.245882191219081	0.657177020042738	3.44072051080613	0.982634617401256	[0.1,10)
ENSG00000015171	0.439928379588183	-0.564969571694255	4.22125226952289	5.29750830801989	0.999963586350186	[0.1,10)
ENSG00000015285	539.864816472695	0.490825580385141	1.75036710131395	3.69381275956085	0.991202084335487	[10,1e+04)
ENSG00000015479	5.34497761862131	-0.701623879652373	2.92232072090198	4.88411146227629	0.999818897618359	[0.1,10)
ENSG00000017260	2.58861235452104	0.160975462407286	3.45417320415979	5.78033448650802	0.999798834520344	[0.1,10)
ENSG00000017373	0.268997314234557	2.79091944972085	4.42789050451507	4.7764124893899	0.995504290160632	[0.1,10)
ENSG00000017483	31.9543419874664	-0.620030842386562	2.71530408236648	3.32464490916016	0.976708481576873	[10,1e+04)
ENSG00000018189	8.29465532676813	0.431493853644438	1.64577026404942	4.64573190670436	0.980976378677518	[0.1,10)
ENSG00000018236	0.0302238137869293	-0.0177485179211137	1.24509874081617	6.20811864495063	0.999989199613199	[0,0.1)
ENSG00000018408	3.61084153983885	1.94505333190638	1.67905401730938	3.17246394480112	0.918871194380801	[0.1,10)
ENSG00000018510	13.1799641897941	0.171050546817536	3.43821740195863	4.87542457960107	0.998805101972043	[10,1e+04)
ENSG00000018610	0.996553267681289	1.7518629896064	2.63435366651793	2.8080472718998	0.925801506265085	[0.1,10)
ENSG00000019485	6.41501342882722	-0.406629467404133	1.22895711021844	3.31896443513379	0.942263570754501	[0.1,10)
ENSG00000019991	2.91050134288272	-0.806227491696969	2.19552594071338	5.47855933368637	0.994701028645709	[0.1,10)
ENSG00000019995	36.9834467323187	-1.3372611293078	2.62325810328595	4.91702954688702	0.99983984952777	[10,1e+04)
ENSG00000020129	2.68770814682184	0.844373826594226	4.75671480173843	4.03226421260402	0.99673508374991	[0.1,10)
ENSG00000020577	0.617645478961504	0.645724282100665	2.51906803909575	4.75300522455663	0.999267731904104	[0.1,10)
ENSG00000021574	0.416777081468218	0.263613793212139	1.58730935043156	4.62917163074673	0.99707471255289	[0.1,10)
ENSG00000021645	0.0133303491495076	0.565769567306745	3.95694036998317	5.18118296175036	0.999855500755767	[0,0.1)
ENSG00000021776	3.09847806624888	-0.733896043900202	3.10965605801673	7.19694740875005	0.999998819889607	[0.1,10)
ENSG00000022267	0.150689346463742	0.594425893889179	1.28525007805323	2.76038761744046	0.918480756354643	[0.1,10)
ENSG00000022355	0.00301700984780663	-0.906039511758743	3.52800762437987	3.50667529810572	0.963866034985763	[0,0.1)
ENSG00000023171	3.96734109221128	0.499444690960682	2.51311769872362	4.43143053607023	0.984850768297199	[0.1,10)
ENSG00000023287	0.772981199641898	-2.18334548407645	-0.0703788254759988	6.81967245546608	0.999999798846797	[0.1,10)
ENSG00000023318	79.8824888093107	-0.401934749964142	1.72930654902332	3.78351369616822	0.956751213284096	[10,1e+04)
ENSG00000023330	4.6009400179051	-0.508949629401572	0.405812281432306	3.84378605199009	0.907956554078195	[0.1,10)
ENSG00000023892	220.889740376007	1.44626501989407	3.67711099118002	3.99846979890035	0.976824149100722	[10,1e+04)
ENSG00000023902	74.4323813786929	-0.592500975996368	0.103820147551355	3.3719243304033	0.949230797050779	[10,1e+04)
ENSG00000024048	0.406759176365264	0.260962886069182	2.56088495055538	7.92262208912123	0.999999880132158	[0.1,10)
ENSG00000025156	0.763034914950761	-0.711860881287386	1.77427717723118	3.89176679456319	0.919340110510229	[0.1,10)
ENSG00000025293	1.25979409131603	1.07420044564446	1.79769031249094	4.84776383446549	0.975739227580779	[0.1,10)
ENSG00000025800	35.4486839749329	0.291345549654275	3.48975596642011	4.52065736493965	0.988827605869537	[10,1e+04)
ENSG00000026025	37.0879767233662	1.39269619761634	1.67325055969363	3.46116331292202	0.959386089206453	[10,1e+04)
ENSG00000027075	10.9208504923903	1.48553274009561	2.3793671124423	4.97681095086854	0.99439017871354	[10,1e+04)
ENSG00000028277	75.9186839749329	1.20498756392566	2.17782209361502	3.62797791722949	0.97379427998087	[10,1e+04)
ENSG00000028528	16.7199015219337	0.561696893755527	0.296104599172308	3.99459418345286	0.939839944686599	[10,1e+04)
ENSG00000029534	28.1496956132498	1.26952801799244	2.57187007824323	8.14196701281751	0.999999999957629	[10,1e+04)
ENSG00000029725	4.80109221128022	-0.0189586211864721	1.27045191273015	4.94005094017957	0.982815073240194	[0.1,10)
ENSG00000030419	4.5191763652641	-0.446010717363472	0.552503659203683	3.56749905255429	0.922956763628976	[0.1,10)
ENSG00000031003	20.2142793196061	-0.555447859281496	-0.533233831622781	4.71713471816311	0.900071909481818	[10,1e+04)
ENSG00000031081	7.54926589077887	0.713358305791754	-0.110612402776066	5.41771095517166	0.999634465686628	[0.1,10)
ENSG00000031698	35.2381468218442	0.960240596772914	3.1291780462132	4.71192514864375	0.999150650957633	[10,1e+04)
ENSG00000031823	11.584109221128	-0.075598566634453	2.11809458933867	5.05457619198318	0.999905044102182	[10,1e+04)
ENSG00000032219	4.02554162936437	-0.627581422453364	0.0585363408351563	6.56558918710421	0.999999263100059	[0.1,10)
ENSG00000033050	31.4004834377798	-0.822706021051957	2.70274655368534	4.77119154943462	0.995417497143895	[10,1e+04)
ENSG00000033122	0.586481647269472	-0.855941902938514	2.90952155284831	6.6150334804635	0.999998533487013	[0.1,10)
ENSG00000033170	1.02310653536258	-2.49669821231211	2.35935594779446	4.68082688180534	0.997566109877212	[0.1,10)
ENSG00000033178	9.40582811101164	0.258819820704856	-0.186296486936219	5.57352458605745	0.932317516582033	[0.1,10)
ENSG00000033327	2.09343777976723	0.473088099254079	-0.922735218283132	4.64509716155941	0.998921870889081	[0.1,10)
ENSG00000033627	14.4710743061773	0.908896747446432	4.20130370362791	5.39990488293501	0.997249734540438	[10,1e+04)
ENSG00000033800	19.0491853178156	-1.5912628089339	2.39429732913454	4.34898716017684	0.997024481652262	[10,1e+04)
ENSG00000035403	1.0134109221128	1.05638582898212	3.11313231911096	5.48621171714631	0.994870401764453	[0.1,10)
ENSG00000036257	4.80526410026858	-0.247759666427857	4.94789761339181	4.55706135245993	0.974063405438851	[0.1,10)
ENSG00000036473	0.00460161145926589	-0.0765583384560781	0.845666453405639	3.40601213501653	0.981017899946665	[0,0.1)
ENSG00000036549	6.87078782452999	-0.0383330589808421	0.457987267810315	5.2586857178415	0.999729639003156	[0.1,10)
ENSG00000037280	3.20093106535363	0.150101924046617	3.72651592395529	6.23952142428977	0.999936678740361	[0.1,10)
ENSG00000037474	13.8072873769024	0.498096660998635	-0.0964349737023351	4.72272708980504	0.961845836118256	[10,1e+04)
ENSG00000037637	23.4050044762757	-0.221248399394259	1.88584280335086	4.29167592039647	0.975946026927229	[10,1e+04)
ENSG00000038219	42.5368039391226	-1.14821321125832	-2.17665184853348	6.43085853668495	0.999528154229673	[10,1e+04)
ENSG00000038358	15.8643419874664	-0.242257973965789	3.19840030676673	5.9490240728666	0.995195899401119	[10,1e+04)
ENSG00000038382	1.95346463742167	0.190608750952791	6.28711562483833	9.72657816614593	0.999999999999911	[0.1,10)
ENSG00000038427	28.7240107430618	-0.283456750427386	-1.81736456872361	6.55723690440519	0.999750597976069	[10,1e+04)
ENSG00000039600	0.0152999104744852	3.1161731035112	2.18317138968673	4.39701518586189	0.998986334267771	[0,0.1)
ENSG00000040341	4.3529006266786	-0.191795693142143	0.595511399762198	3.73427231949762	0.950439190486362	[0.1,10)
ENSG00000040633	4.25136974037601	-1.57090657232484	1.12596479052938	3.69666735910858	0.991271958267002	[0.1,10)
ENSG00000040933	12.9593017009848	-0.264908518334606	3.19076573524149	5.00092585386375	0.99488626390091	[10,1e+04)
ENSG00000041515	0.0353088630259624	1.13965644767434	1.53311673193055	6.61909219889921	0.998667245865902	[0,0.1)
ENSG00000042753	27.7185765443151	0.915254653473677	3.59897004043754	2.76680129284473	0.919495985397116	[10,1e+04)
ENSG00000043093	11.0053446732319	0.506404580474861	2.1215288841763	3.66669562013472	0.990513001427957	[10,1e+04)
ENSG00000043462	97.7814592658908	0.876041068701968	0.0870572201032792	4.52254972333002	0.988900379914002	[10,1e+04)
ENSG00000044115	7.67795881826321	-0.735914665034178	3.48090219439553	4.79486203173003	0.970554290062812	[0.1,10)
ENSG00000044446	47.5677529095792	-0.553305141301774	1.80312513490319	5.00634233851396	0.908082279776674	[10,1e+04)
ENSG00000046647	3.42422560429722	-0.204333203136406	0.732852875691628	2.68737666040037	0.906251194519291	[0.1,10)
ENSG00000046651	6.82208594449418	-0.477953621332812	-0.34702455756443	4.67552858828265	0.982887661849247	[0.1,10)
ENSG00000047056	2.42763652641003	-0.0471254874298089	2.87670908952335	4.32384165407251	0.996766802999974	[0.1,10)
ENSG00000047188	2.49531781557744	-1.78231472152026	-0.960695361338712	7.2064857404268	0.999999571704339	[0.1,10)
ENSG00000047315	8.49803043867502	0.690597263647365	6.85933976607993	5.75049576131541	0.988161838424889	[0.1,10)
ENSG00000047346	9.72322291853178	-0.640145922392615	-0.833993187355336	5.02554499377195	0.96699856876149	[0.1,10)
ENSG00000047410	46.06	-0.814678631972291	2.35254570454416	9.20070757908604	0.999999999996002	[10,1e+04)
ENSG00000047634	0.623742166517458	1.32016756091785	2.36593425074436	2.98434740369426	0.948610392136383	[0.1,10)
ENSG00000047644	75.693921217547	-0.186932981904689	1.46170855700403	5.1821468525699	0.999632960749509	[10,1e+04)
ENSG00000047648	0.308012533572068	0.29453876859718	1.9915143636604	4.03255013809366	0.991844364940163	[0.1,10)
ENSG00000047849	4.0307072515667	-0.376475461457427	-0.854129791691995	4.88538303440121	0.99884872439436	[0.1,10)
ENSG00000048052	2.45853178155774	-1.44084420211918	0.878627048348487	5.52456418907479	0.998375125074442	[0.1,10)
ENSG00000048405	31.4642166517457	-0.888351335776476	0.55725263638217	4.34981400489488	0.997032620126522	[10,1e+04)
ENSG00000048649	14.5478961504029	-0.509302004045759	0.90869064352084	6.79080989512488	0.999999962570394	[10,1e+04)
ENSG00000048707	1.31417188898836	0.325755287049579	1.85262608618755	10.1590567357815	0.999992132395372	[0.1,10)
ENSG00000048740	2.23873769024172	0.46588595606214	4.95103223156259	4.34276781468135	0.998785801473528	[0.1,10)
ENSG00000048828	0.825881826320501	2.48850011369585	4.63351662061815	5.29160641978476	0.999907050343555	[0.1,10)
ENSG00000049192	0.0752730528200537	0.189530172345144	2.68918311118572	5.81801474861746	0.998800472645028	[0,0.1)
ENSG00000049618	2.74516562220233	1.59065067400404	3.39465595575973	6.48572503602533	0.999949930200412	[0.1,10)
ENSG00000049759	0.522632050134288	0.0510876783335591	3.52990448044383	5.96626449067708	0.999966646256687	[0.1,10)
ENSG00000049768	0.0741181736794987	0.113977936103256	0.857137364012574	2.98534793462686	0.948721767538971	[0,0.1)
ENSG00000050030	0.163017009847807	-1.14288993385248	0.54614731705863	3.73503295701	0.950542378844954	[0.1,10)
ENSG00000050438	1.7905102954342	-0.444661675354792	3.65052594565449	5.65638099984702	0.999867374132928	[0.1,10)
ENSG00000050820	0.0273679498657117	-0.725974026885557	-0.883790655120997	4.08018937072871	0.992956578294104	[0,0.1)
ENSG00000051009	40.1616920322292	-2.37758237692503	1.61905830064074	5.2312404759573	0.999881559428366	[10,1e+04)
ENSG00000051180	0.215944494180842	-0.794143020662646	2.66165205848899	3.66309983660699	0.99041808754591	[0.1,10)
ENSG00000051382	1.5732945389436	-0.423554774741197	2.52964890397049	6.26847174795247	0.999979002310697	[0.1,10)
ENSG00000052126	0.602327663384064	0.0459139969697302	-0.0582079056569605	6.79193687556915	0.999999407945124	[0.1,10)
ENSG00000052795	2.40109221128021	-0.289161576209276	-0.240512471938617	4.96479209094603	0.997777001640614	[0.1,10)
ENSG00000052841	18.4403222918532	-0.756351354701454	0.380003867038732	5.92840428717533	0.999727593898895	[10,1e+04)
ENSG00000053108	0.121038495971352	0.143564332964274	0.605675801696431	4.92232305734807	0.981626121203096	[0.1,10)
ENSG00000053254	5.44967770814682	0.533861295978848	1.22384518451767	3.11454676384443	0.907799359973324	[0.1,10)
ENSG00000054118	87.3489167412713	0.06002365391466	2.33277109982859	6.07580653988541	0.999996899183557	[10,1e+04)
ENSG00000054267	9.59200537153089	-0.137345262528082	1.23100555673173	6.04201699582741	0.999976459226573	[0.1,10)
ENSG00000054523	3.67213965980304	0.897112107603619	4.04112341237663	8.58140303401592	0.999999999958917	[0.1,10)
ENSG00000054611	28.8751745747538	-0.179019527669358	1.5367517697271	3.78798222896676	0.957287977622822	[10,1e+04)
ENSG00000054793	0.0245747538048344	-0.594310570752269	4.95245266929176	6.28529649095891	0.999980637361735	[0,0.1)
ENSG00000054965	33.4870814682184	0.218011566110082	1.4510109004407	3.0124672762813	0.951667905445732	[10,1e+04)
ENSG00000055118	0.115523724261415	0.737106499748929	4.81335639840356	4.54361060310315	0.996051301626768	[0.1,10)
ENSG00000055130	1.19969561324978	0.295739771708273	6.01647667541164	5.94525228218981	0.999963289879359	[0.1,10)
ENSG00000055163	24.9844136078782	-0.655003498534708	6.1504298119582	6.43669682133065	0.999998602593714	[10,1e+04)
ENSG00000055208	2.40346463742167	-1.41416416542114	1.06197555030658	4.8055633084108	0.99975796201866	[0.1,10)
ENSG00000055609	3.52765443151298	-0.398282586489307	1.52890858894059	11.238062718426	0.999999999999997	[0.1,10)
ENSG00000055917	1.30963294538944	-0.81497743127581	1.87983334714306	5.77999411470177	0.999922863782349	[0.1,10)
ENSG00000056097	11.3100716204118	-0.294328549485888	4.18417787686054	6.54161794430705	0.999999670342593	[10,1e+04)
ENSG00000056277	1.50632945389436	-0.794672285236307	1.6075880777064	4.05016541614463	0.992273041974971	[0.1,10)
ENSG00000056487	0.0233840644583706	0.835455200468818	0.799625302506685	3.52396075167913	0.914020956210128	[0,0.1)
ENSG00000056586	15.7463563115488	0.165886647936749	1.65815250186687	6.4844767428462	0.999999562144921	[10,1e+04)
ENSG00000057608	6.46942703670546	0.192096822204302	1.01622488756084	3.88086055549512	0.98715482475951	[0.1,10)
ENSG00000057657	1.43880035810206	1.14990178302176	1.81448329812526	3.73098626668709	0.980264413149198	[0.1,10)
ENSG00000057663	0.67041181736795	0.0901420489770371	1.69140405480679	3.4173929739055	0.981561830973196	[0.1,10)
ENSG00000058063	27.0017547000895	0.847783827634863	0.966187279390514	5.86195768532171	0.992834850949756	[10,1e+04)
ENSG00000058262	4.78332139659803	-0.0510382254722074	4.259799750624	4.22975822160549	0.995608071830047	[0.1,10)
ENSG00000058272	9.05415398388541	-1.36529334076192	1.14111444378783	5.45512587872787	0.999179084030694	[0.1,10)
ENSG00000058335	0.073401969561325	1.27110305758867	5.31468131746409	5.85174033260754	0.999614037089254	[0,0.1)
ENSG00000058673	2.33485228290063	0.348994512223226	0.624116885511655	4.89932851813241	0.997151604742134	[0.1,10)
ENSG00000058804	0.0105550581915846	-1.4082529400519	-0.392834279308754	4.29086302773382	0.937525025656544	[0,0.1)
ENSG00000059758	13.4122739480752	-0.584317701689244	2.14460250528871	4.5210697582259	0.988843485373774	[10,1e+04)
ENSG00000059915	15.6696418979409	-0.438169164964173	2.05545743733455	4.75896062077839	0.987334022305881	[10,1e+04)
ENSG00000060069	7.80163831692032	0.239060201985288	1.08540726212699	4.2282500365495	0.924155318985366	[0.1,10)
ENSG00000060237	9.82054610564011	-0.296349471538311	2.00688805422233	8.15310665676632	0.999999999364508	[0.1,10)
ENSG00000060339	5.57555953446732	0.819757473007063	3.35535481388818	6.23239961108515	0.998746219854088	[0.1,10)
ENSG00000060656	0.136320501342883	1.23293915962285	3.4535439105809	6.02172216649594	0.990698955783316	[0.1,10)
ENSG00000060718	0.00735899731423456	-0.528303265165306	-0.659096899318308	7.89580812326368	0.999980608468386	[0,0.1)
ENSG00000060749	3.52548791405551	-0.74189458085379	-0.987312613649131	5.82078596767987	0.999935658653166	[0.1,10)
ENSG00000061273	18.5369919427037	-0.422795160711858	2.01836133002851	4.99504678374208	0.998019873410435	[10,1e+04)
ENSG00000061676	0.246275738585497	-0.529238801001403	3.98417549811996	7.05495305283127	0.999999990714008	[0.1,10)
ENSG00000061936	8.25594449418084	0.553313302781021	3.67443597755549	5.06787220069259	0.999425434016638	[0.1,10)
ENSG00000061987	5.67549686660698	0.574481917076645	1.71641671051987	6.51094206153076	0.982708262602224	[0.1,10)
ENSG00000062194	8.6083527305282	-0.957537383260379	1.08233861148258	3.98476491518177	0.975851112431475	[0.1,10)
ENSG00000062485	9.48902417188899	2.03684399670439	3.67809166727753	4.89853132925504	0.999828375740044	[0.1,10)
ENSG00000062650	9.74310653536258	-0.00996894101512106	2.51904287153865	6.14603877398338	0.999997764870197	[0.1,10)
ENSG00000062716	155.09236347359	1.05758845078257	2.19790720923942	3.60843269098844	0.930655518495749	[10,1e+04)
ENSG00000062725	12.855684870188	-0.059875830695978	3.27382211265969	4.68700798186509	0.99907128300278	[10,1e+04)
ENSG00000063046	347.820635631155	-0.0287607066622227	3.15206697782308	5.53820156441168	0.99998652408939	[10,1e+04)
ENSG00000063169	12.1411459265891	2.04129967543094	3.57279761694786	4.07336453682902	0.997123313976457	[10,1e+04)
ENSG00000063180	21.1364100268577	0.661730984516763	2.37164156842132	3.66177763958755	0.976097038480165	[10,1e+04)
ENSG00000063244	122.420698299015	-0.146551598923347	5.94472000134159	4.08079897020845	0.997188847416044	[10,1e+04)
ENSG00000063601	3.16493285586392	0.286868287534848	2.27355757147031	4.0890742614978	0.982418902141347	[0.1,10)
ENSG00000064042	0.0136436884512086	0.974550363324283	-0.113994858978355	5.86614603017864	0.999638378558411	[0,0.1)
ENSG00000064102	1.00429722470904	-0.154238447791513	2.89424819955477	5.08236534955475	0.998587603501794	[0.1,10)
