sample_id	name	exp	batch	residuals	cohort	sv
samp144	ENSG00000006194.6	-0.145328621	10	-0.145328621	NoModel	-0.019069483
samp145	ENSG00000006194.6	-0.135329912	10	-0.135329912	NoModel	-0.010604021
samp146	ENSG00000006194.6	0.599116033	10	0.599116033	NoModel	-0.001878063
samp147	ENSG00000006194.6	-0.518472566	10	-0.518472566	NoModel	-0.003082043
samp148	ENSG00000006194.6	0.146614887	10	0.146614887	NoModel	-0.002624885
samp149	ENSG00000006194.6	-0.518472566	10	-0.518472566	NoModel	-0.027565889
samp150	ENSG00000006194.6	0.252388469	10	0.252388469	NoModel	0.015551886
samp151	ENSG00000006194.6	-0.553958097	10	-0.553958097	NoModel	-0.001319829
samp152	ENSG00000006194.6	0.125068016	10	0.125068016	NoModel	-0.005497868
samp153	ENSG00000006194.6	0.30115741	10	0.30115741	NoModel	-0.007469382
samp154	ENSG00000006194.6	0.425832839	10	0.425832839	NoModel	0.001055746
samp155	ENSG00000006194.6	0.82653217	10	0.82653217	NoModel	0.006098666
samp156	ENSG00000006194.6	-0.225517833	10	-0.225517833	NoModel	0.01414503
samp157	ENSG00000006194.6	0.267239391	10	0.267239391	NoModel	-0.000194028
samp158	ENSG00000006194.6	0.123523826	10	0.123523826	NoModel	0.007076698
samp159	ENSG00000006194.6	1.140518853	10	1.140518853	NoModel	0.000900695
samp160	ENSG00000006194.6	-0.096443148	10	-0.096443148	NoModel	-0.001379431
samp161	ENSG00000006194.6	-0.442202994	10	-0.442202994	NoModel	0.003011685
samp162	ENSG00000006194.6	0.22999233	10	0.22999233	NoModel	-0.008996228
samp163	ENSG00000006194.6	0.551653017	10	0.551653017	NoModel	-0.001478995
samp164	ENSG00000006194.6	0.89275572	10	0.89275572	NoModel	-0.013744434
samp165	ENSG00000006194.6	0.922946854	10	0.922946854	NoModel	-0.00087484
samp166	ENSG00000006194.6	-0.081664902	10	-0.081664902	NoModel	0.003605823
samp167	ENSG00000006194.6	0.818322788	10	0.818322788	NoModel	-0.007151405
samp168	ENSG00000006194.6	0.300423573	10	0.300423573	NoModel	0.025505108
samp169	ENSG00000006194.6	0.000110913	10	0.000110913	NoModel	-0.004665405
samp170	ENSG00000006194.6	1.409310436	10	1.409310436	NoModel	-0.006277844
samp171	ENSG00000006194.6	0.394545396	10	0.394545396	NoModel	0.005924523
samp172	ENSG00000006194.6	0.181725648	10	0.181725648	NoModel	-0.001224986
samp173	ENSG00000006194.6	0.946181014	10	0.946181014	NoModel	-0.003832755
samp174	ENSG00000006194.6	1.00479391	10	1.00479391	NoModel	-0.00448369
samp175	ENSG00000006194.6	-0.276267982	10	-0.276267982	NoModel	0.006768401
samp176	ENSG00000006194.6	-0.162057376	10	-0.162057376	NoModel	0.007543517
samp177	ENSG00000006194.6	0.288661047	10	0.288661047	NoModel	0.00560098
samp178	ENSG00000006194.6	0.933971887	10	0.933971887	NoModel	0.014865984
samp179	ENSG00000006194.6	0.23298684	10	0.23298684	NoModel	-0.00372382
samp180	ENSG00000006194.6	0.195368592	10	0.195368592	NoModel	0.00729269
samp181	ENSG00000006194.6	0.397401385	10	0.397401385	NoModel	8.80E-05
samp182	ENSG00000006194.6	0.190069369	10	0.190069369	NoModel	-0.00998897
samp183	ENSG00000006194.6	-0.496246041	10	-0.496246041	NoModel	-0.015490314
samp184	ENSG00000006194.6	0.023239624	10	0.023239624	NoModel	-0.010617267
samp185	ENSG00000006194.6	-0.882519622	10	-0.882519622	NoModel	-0.014800997
samp186	ENSG00000006194.6	0.470844504	10	0.470844504	NoModel	-0.008347001
samp187	ENSG00000006194.6	-0.170452068	10	-0.170452068	NoModel	-0.02693572
samp188	ENSG00000006194.6	0.44348502	10	0.44348502	NoModel	-0.013539077
samp189	ENSG00000006194.6	0.186279254	10	0.186279254	NoModel	0.003706587
samp190	ENSG00000006194.6	0.234483127	10	0.234483127	NoModel	-0.014639572
samp191	ENSG00000006194.6	-0.177182463	10	-0.177182463	NoModel	-0.018034132
samp192	ENSG00000006194.6	-0.216989139	10	-0.216989139	NoModel	-0.022337096
samp193	ENSG00000006194.6	0.879735882	10	0.879735882	NoModel	-0.004611855
samp194	ENSG00000006194.6	-0.599306502	10	-0.599306502	NoModel	-0.012179849
samp195	ENSG00000006194.6	-0.122042922	10	-0.122042922	NoModel	0.01647635
samp196	ENSG00000006194.6	-0.646218656	10	-0.646218656	NoModel	0.001476675
samp197	ENSG00000006194.6	0.009700103	10	0.009700103	NoModel	-0.023273466
samp198	ENSG00000006194.6	-0.044181524	10	-0.044181524	NoModel	-0.034436596
samp199	ENSG00000006194.6	0.409513205	10	0.409513205	NoModel	-0.016499915
samp200	ENSG00000006194.6	0.293076664	10	0.293076664	NoModel	-0.023117014
samp201	ENSG00000006194.6	0.176405551	10	0.176405551	NoModel	-0.004140239
samp202	ENSG00000006194.6	0.283502387	10	0.283502387	NoModel	-0.016603247
samp203	ENSG00000006194.6	0.610545529	10	0.610545529	NoModel	-0.013720663
samp204	ENSG00000006194.6	-1.091965756	10	-1.091965756	NoModel	-0.003117208
samp205	ENSG00000006194.6	-1.158349733	10	-1.158349733	NoModel	-0.010283696
samp206	ENSG00000006194.6	-0.11128455	10	-0.11128455	NoModel	-0.00445627
samp207	ENSG00000006194.6	-0.701599411	10	-0.701599411	NoModel	-0.005582933
samp208	ENSG00000006194.6	1.656798544	10	1.656798544	NoModel	-0.001737284
samp209	ENSG00000006194.6	-0.027203133	10	-0.027203133	NoModel	-0.011280473
samp210	ENSG00000006194.6	0.087036292	10	0.087036292	NoModel	-0.007801774
samp211	ENSG00000006194.6	-0.557714596	10	-0.557714596	NoModel	-0.003267633
samp212	ENSG00000006194.6	-0.369352078	10	-0.369352078	NoModel	-0.006782032
samp213	ENSG00000006194.6	-0.660707132	10	-0.660707132	NoModel	-0.010647754
samp214	ENSG00000006194.6	-0.401541746	10	-0.401541746	NoModel	-0.004942259
samp215	ENSG00000006194.6	0.025623481	10	0.025623481	NoModel	-0.012961812
samp216	ENSG00000006194.6	0.43502317	10	0.43502317	NoModel	-0.005660491
samp217	ENSG00000006194.6	-0.503639088	10	-0.503639088	NoModel	-0.011890242
samp218	ENSG00000006194.6	1.276129354	10	1.276129354	NoModel	-0.011643199
samp219	ENSG00000006194.6	-1.176268549	10	-1.176268549	NoModel	-0.017412489
samp220	ENSG00000006194.6	-0.997908398	10	-0.997908398	NoModel	-0.016126107
samp221	ENSG00000006194.6	-0.199146766	10	-0.199146766	NoModel	-0.007556942
samp222	ENSG00000006194.6	-1.21806338	10	-1.21806338	NoModel	-0.014550125
samp223	ENSG00000006194.6	-0.508267748	10	-0.508267748	NoModel	-0.015449728
samp224	ENSG00000006194.6	0.329656765	10	0.329656765	NoModel	-0.016623552
samp225	ENSG00000006194.6	-0.186458105	10	-0.186458105	NoModel	0.00132489
samp226	ENSG00000006194.6	1.317444172	10	1.317444172	NoModel	0.013355726
samp227	ENSG00000006194.6	-0.278868418	10	-0.278868418	NoModel	0.004845529
samp228	ENSG00000006194.6	-0.105505354	10	-0.105505354	NoModel	-0.00450843
samp229	ENSG00000006194.6	0.206696913	10	0.206696913	NoModel	0.000348754
samp230	ENSG00000006194.6	0.072960188	10	0.072960188	NoModel	-0.003072274
samp231	ENSG00000006194.6	0.257593519	10	0.257593519	NoModel	-0.017138737
samp232	ENSG00000006194.6	0.318723135	10	0.318723135	NoModel	-0.001527545
samp233	ENSG00000006194.6	1.211809695	10	1.211809695	NoModel	0.005450402
samp234	ENSG00000006194.6	0.135858162	10	0.135858162	NoModel	0.007825678
samp235	ENSG00000006194.6	1.320728222	10	1.320728222	NoModel	0.020622591
samp236	ENSG00000006194.6	-0.008702498	10	-0.008702498	NoModel	0.006474263
samp237	ENSG00000006194.6	0.315801677	10	0.315801677	NoModel	-0.027661047
samp238	ENSG00000006194.6	-0.851704135	10	-0.851704135	NoModel	-0.01585763
samp239	ENSG00000006194.6	-0.710425039	10	-0.710425039	NoModel	-0.014198716
samp240	ENSG00000006194.6	0.161160212	10	0.161160212	NoModel	0.00393736
samp241	ENSG00000006194.6	-0.096443148	10	-0.096443148	NoModel	-0.013791979
samp242	ENSG00000006194.6	-0.665550087	10	-0.665550087	NoModel	-0.002982581
samp243	ENSG00000006194.6	0.039892364	10	0.039892364	NoModel	-0.026872771
samp244	ENSG00000006194.6	-0.66651949	10	-0.66651949	NoModel	-0.006469785
samp245	ENSG00000006194.6	-0.347172397	10	-0.347172397	NoModel	0.022576594
samp246	ENSG00000006194.6	0.135088548	10	0.135088548	NoModel	-0.009406959
samp247	ENSG00000006194.6	-0.531504036	10	-0.531504036	NoModel	-0.012015961
samp248	ENSG00000006194.6	0.600462634	10	0.600462634	NoModel	0.002649295
samp249	ENSG00000006194.6	-0.456775825	10	-0.456775825	NoModel	-0.015096805
samp250	ENSG00000006194.6	-0.127019588	10	-0.127019588	NoModel	0.007731238
samp251	ENSG00000006194.6	-1.317196533	10	-1.317196533	NoModel	0.000111465
samp252	ENSG00000006194.6	-0.412338281	10	-0.412338281	NoModel	-0.011247256
samp253	ENSG00000006194.6	-0.599306502	10	-0.599306502	NoModel	-0.01699704
samp254	ENSG00000006194.6	-0.036894905	10	-0.036894905	NoModel	-0.007292532
samp255	ENSG00000006194.6	-1.101842819	10	-1.101842819	NoModel	-0.000788555
samp256	ENSG00000006194.6	-0.293641118	10	-0.293641118	NoModel	-0.011717444
samp257	ENSG00000006194.6	-0.538038154	10	-0.538038154	NoModel	-0.016117609
samp258	ENSG00000006194.6	-0.818119953	10	-0.818119953	NoModel	-0.004135721
samp259	ENSG00000006194.6	-0.506415544	10	-0.506415544	NoModel	0.00689871
samp260	ENSG00000006194.6	0.091715676	10	0.091715676	NoModel	-0.013745287
samp261	ENSG00000006194.6	-0.278868418	10	-0.278868418	NoModel	-0.001512591
samp262	ENSG00000006194.6	0.279812933	10	0.279812933	NoModel	-0.008751092
samp263	ENSG00000006194.6	-0.071847559	10	-0.071847559	NoModel	-0.010488858
samp264	ENSG00000006194.6	-0.33041007	10	-0.33041007	NoModel	0.004953564
samp265	ENSG00000006194.6	0.038309824	10	0.038309824	NoModel	-0.011881999
samp266	ENSG00000006194.6	0.072176507	10	0.072176507	NoModel	0.010806448
samp267	ENSG00000006194.6	0.253132525	10	0.253132525	NoModel	-0.009802656
samp268	ENSG00000006194.6	-0.206782275	10	-0.206782275	NoModel	0.004578989
samp269	ENSG00000006194.6	0.235231029	10	0.235231029	NoModel	-0.006843801
samp270	ENSG00000006194.6	-1.166177841	10	-1.166177841	NoModel	-0.008691256
samp271	ENSG00000006194.6	-0.515686459	10	-0.515686459	NoModel	-0.010137709
samp272	ENSG00000006194.6	-0.857845396	10	-0.857845396	NoModel	-0.016183753
samp273	ENSG00000006194.6	0.325287443	10	0.325287443	NoModel	-0.01330186
samp274	ENSG00000006194.6	-0.196605323	10	-0.196605323	NoModel	-0.022167065
samp275	ENSG00000006194.6	-0.739016711	10	-0.739016711	NoModel	-0.015994477
samp276	ENSG00000006194.6	-1.421652006	10	-1.421652006	NoModel	-0.014835725
samp277	ENSG00000006194.6	-0.48610623	10	-0.48610623	NoModel	-0.003270257
samp278	ENSG00000006194.6	-0.476913841	10	-0.476913841	NoModel	-0.009944023
samp279	ENSG00000006194.6	-0.153682926	10	-0.153682926	NoModel	-0.020902401
samp280	ENSG00000006194.6	-0.993644576	10	-0.993644576	NoModel	-0.019974236
samp281	ENSG00000006194.6	-0.850681646	10	-0.850681646	NoModel	-0.012679541
samp282	ENSG00000006194.6	-0.183925927	10	-0.183925927	NoModel	-0.015456061
samp283	ENSG00000006194.6	0.225495718	10	0.225495718	NoModel	-0.014543377
samp284	ENSG00000006194.6	-0.478750373	10	-0.478750373	NoModel	-0.017306548
samp285	ENSG00000006194.6	-0.307602474	10	-0.307602474	NoModel	-0.020070147
samp286	ENSG00000006194.6	0.213476211	10	0.213476211	NoModel	-0.016789911
samp287	ENSG00000006194.6	-0.779845336	10	-0.779845336	NoModel	-0.021284314
samp288	ENSG00000006194.6	-0.095620482	10	-0.095620482	NoModel	-0.020030686
samp289	ENSG00000006194.6	-0.898030513	10	-0.898030513	NoModel	-0.018325216
samp290	ENSG00000006194.6	-0.540842258	10	-0.540842258	NoModel	-0.021621276
samp291	ENSG00000006194.6	-0.858869997	10	-0.858869997	NoModel	-0.009618256
samp292	ENSG00000006194.6	0.058826801	10	0.058826801	NoModel	-0.017535589
samp293	ENSG00000006194.6	-0.469577408	10	-0.469577408	NoModel	-0.016216561
samp294	ENSG00000006194.6	0.684262796	10	0.684262796	NoModel	-0.030580798
samp295	ENSG00000006194.6	0.218739865	10	0.218739865	NoModel	-0.009955463
samp296	ENSG00000006194.6	0.897084842	10	0.897084842	NoModel	-0.009239778
samp297	ENSG00000006194.6	0.155043288	10	0.155043288	NoModel	-0.016026285
samp298	ENSG00000006194.6	0.159631991	10	0.159631991	NoModel	-0.012294815
samp299	ENSG00000006194.6	-0.001489863	10	-0.001489863	NoModel	-0.006007937
samp300	ENSG00000006194.6	-0.677200809	10	-0.677200809	NoModel	-0.015100007
samp301	ENSG00000006194.6	0.23597877	10	0.23597877	NoModel	-0.020583309
samp302	ENSG00000006194.6	0.483399627	10	0.483399627	NoModel	-0.011334155
samp303	ENSG00000006194.6	-1.439774587	10	-1.439774587	NoModel	-0.001392481
samp304	ENSG00000006194.6	-0.015126329	10	-0.015126329	NoModel	-0.027065222
samp305	ENSG00000006194.6	-0.620290751	10	-0.620290751	NoModel	-0.008636677
samp306	ENSG00000006194.6	0.451926303	10	0.451926303	NoModel	-0.010984392
samp307	ENSG00000006194.6	-0.295383221	10	-0.295383221	NoModel	-0.006800561
samp308	ENSG00000006194.6	0.511829094	10	0.511829094	NoModel	-0.003437358
samp309	ENSG00000006194.6	0.061186363	10	0.061186363	NoModel	-0.015996726
samp310	ENSG00000006194.6	0.793577561	10	0.793577561	NoModel	-0.029326511
samp311	ENSG00000006194.6	-1.018233351	10	-1.018233351	NoModel	-0.019831114
samp312	ENSG00000006194.6	0.397401385	10	0.397401385	NoModel	-0.021327637
samp313	ENSG00000006194.6	-0.342753408	10	-0.342753408	NoModel	-0.000830423
samp314	ENSG00000006194.6	-0.185613841	10	-0.185613841	NoModel	-0.021888751
samp315	ENSG00000006194.6	-0.117901142	10	-0.117901142	NoModel	-0.015746082
samp316	ENSG00000006194.6	0.791029591	10	0.791029591	NoModel	-0.029644607
samp317	ENSG00000006194.6	-0.913610991	10	-0.913610991	NoModel	0.000214355
samp318	ENSG00000006194.6	0.146614887	10	0.146614887	NoModel	0.000791543
samp319	ENSG00000006194.6	-0.081664902	10	-0.081664902	NoModel	-0.022686383
samp320	ENSG00000006194.6	0.25462016	10	0.25462016	NoModel	-0.021374683
samp321	ENSG00000006194.6	-0.880456728	10	-0.880456728	NoModel	-0.01202126
samp322	ENSG00000006194.6	0.625281022	10	0.625281022	NoModel	-0.011888697
samp323	ENSG00000006194.6	0.284977072	10	0.284977072	NoModel	-0.023226741
samp324	ENSG00000006194.6	0.434317084	10	0.434317084	NoModel	-0.022816415
samp325	ENSG00000006194.6	-0.182238833	10	-0.182238833	NoModel	-0.014869334
samp326	ENSG00000006194.6	0.344906248	10	0.344906248	NoModel	-0.01774928
samp327	ENSG00000006194.6	1.612818438	10	1.612818438	NoModel	0.022962371
samp328	ENSG00000006194.6	0.303357991	10	0.303357991	NoModel	-0.008825543
samp329	ENSG00000006194.6	-0.726170637	10	-0.726170637	NoModel	-0.013694951
samp330	ENSG00000006194.6	0.246430273	10	0.246430273	NoModel	-0.019215627
samp331	ENSG00000006194.6	-0.158705172	10	-0.158705172	NoModel	-0.013706897
samp332	ENSG00000006194.6	-0.079207963	10	-0.079207963	NoModel	-0.020876466
samp333	ENSG00000006194.6	-0.354254495	10	-0.354254495	NoModel	-0.020728248
samp334	ENSG00000006194.6	-0.981945986	10	-0.981945986	NoModel	-0.004903527
samp335	ENSG00000006194.6	1.777347711	10	1.777347711	NoModel	-0.005081287
samp336	ENSG00000006194.6	2.129217445	10	2.129217445	NoModel	0.004204734
samp337	ENSG00000006194.6	1.322369083	10	1.322369083	NoModel	0.019679525
samp338	ENSG00000006194.6	0.440666694	10	0.440666694	NoModel	-0.019463963
