ensgene	multi	variable	value
ENSG00000048471	yes	syn_z	-3.70773605384678
ENSG00000105290	yes	syn_z	-0.687525724763029
ENSG00000162599	yes	syn_z	-0.440472862887195
ENSG00000179222	yes	syn_z	0.358417546111344
ENSG00000109736	yes	syn_z	-2.84169506734306
ENSG00000109738	yes	syn_z	0.285162094975705
ENSG00000180398	yes	syn_z	-0.383519231732171
ENSG00000162591	yes	syn_z	-1.78032806883234
ENSG00000187730	yes	syn_z	-0.402490102864473
ENSG00000162595	yes	syn_z	0.674641974544632
ENSG00000169035	yes	syn_z	-1.2725921941901
ENSG00000118640	yes	syn_z	-0.900876936271376
ENSG00000185128	yes	syn_z	1.93561472035075
ENSG00000069329	yes	syn_z	-0.12609395560498
ENSG00000162063	yes	syn_z	0.146217733894247
ENSG00000169432	yes	syn_z	-1.19053914908374
ENSG00000090776	yes	syn_z	-1.67691527911873
ENSG00000115073	yes	syn_z	0.588519748636829
ENSG00000164794	no	syn_z	0.658216014241991
ENSG00000068354	yes	syn_z	0.283455326779759
ENSG00000167748	yes	syn_z	-0.405112082953829
ENSG00000213853	yes	syn_z	-0.215114526325765
ENSG00000135960	yes	syn_z	0.429705883835949
ENSG00000029534	yes	syn_z	1.26952801799244
ENSG00000213585	yes	syn_z	0.317917514928076
ENSG00000138696	yes	syn_z	-0.975880426137968
ENSG00000138347	yes	syn_z	-0.122973805817491
ENSG00000138346	yes	syn_z	0.18829241996692
ENSG00000213588	yes	syn_z	0.113732904552723
ENSG00000213859	yes	syn_z	0.925496707738388
ENSG00000138698	yes	syn_z	0.865937736431455
ENSG00000014216	yes	syn_z	1.31301856561101
ENSG00000105127	yes	syn_z	-0.0233453938702663
ENSG00000162413	yes	syn_z	0.401435692389059
ENSG00000070269	yes	syn_z	-1.28748017335878
ENSG00000186566	yes	syn_z	-1.38910619001312
ENSG00000186567	yes	syn_z	0.707665736416771
ENSG00000146555	yes	syn_z	-2.75893025773579
ENSG00000146223	yes	syn_z	0.845013994145547
ENSG00000060709	yes	syn_z	1.02525434877851
ENSG00000051009	yes	syn_z	-2.37758237692503
ENSG00000158234	yes	syn_z	-0.455972173765711
ENSG00000133317	yes	syn_z	-0.435526382016726
ENSG00000055070	yes	syn_z	0.86597013508729
ENSG00000133315	yes	syn_z	-0.248103097176234
ENSG00000141027	yes	syn_z	0.412341242366703
ENSG00000133313	yes	syn_z	0.808418031515564
ENSG00000137343	yes	syn_z	0.403623654692702
ENSG00000172867	yes	syn_z	-1.75135845060629
ENSG00000100519	yes	syn_z	0.0907793289793681
ENSG00000118946	yes	syn_z	3.61296006356317
ENSG00000198892	yes	syn_z	0.524366877254825
ENSG00000198890	yes	syn_z	1.82854275342207
ENSG00000162337	yes	syn_z	1.18776874573648
ENSG00000066427	yes	syn_z	0.414817087044848
ENSG00000066422	yes	syn_z	-1.30354027364172
ENSG00000198898	yes	syn_z	0.0253247157954667
ENSG00000182010	yes	syn_z	-0.642287766149577
ENSG00000182013	yes	syn_z	-1.8762316558078
ENSG00000157578	yes	syn_z	-1.16218245570725
ENSG00000130962	yes	syn_z	-0.862833159542165
ENSG00000108064	yes	syn_z	0.386563111618802
ENSG00000157570	yes	syn_z	-0.0712127536090336
ENSG00000108061	yes	syn_z	-0.199077982053511
ENSG00000213214	yes	syn_z	2.06114154140066
ENSG00000204178	yes	syn_z	-0.157902272778509
ENSG00000067082	yes	syn_z	0.679911378366806
ENSG00000204174	no	syn_z	-2.63534033454727
ENSG00000204175	yes	syn_z	-2.91969427999331
ENSG00000204176	yes	syn_z	-1.13726483907813
ENSG00000121621	no	syn_z	-0.0971134529321269
ENSG00000181938	yes	syn_z	0.966092264427822
ENSG00000164659	yes	syn_z	-0.385616308438769
ENSG00000142449	no	syn_z	0.783518949544118
ENSG00000174429	yes	syn_z	-1.7227960797011
ENSG00000178372	yes	syn_z	1.85514844915739
ENSG00000108561	yes	syn_z	-0.251390027408636
ENSG00000164654	yes	syn_z	-1.70160274112105
ENSG00000149187	yes	syn_z	0.555159876886031
ENSG00000164318	yes	syn_z	-1.09144643734605
ENSG00000016082	yes	syn_z	1.01660360565003
ENSG00000159714	yes	syn_z	0.962146641973743
ENSG00000105472	yes	syn_z	2.32718714834822
ENSG00000161021	yes	syn_z	0.691124079010482
ENSG00000102230	yes	syn_z	-1.3882413242286
ENSG00000100065	yes	syn_z	-0.465072107581635
ENSG00000132382	yes	syn_z	-3.09526967601755
ENSG00000073464	yes	syn_z	-0.160655724285831
ENSG00000101977	yes	syn_z	-0.0741838631270562
ENSG00000101974	yes	syn_z	0.571806230605632
ENSG00000101972	yes	syn_z	-0.0801245884468694
ENSG00000226979	yes	syn_z	0.197110025863576
ENSG00000269404	yes	syn_z	0.91992411692004
ENSG00000007516	yes	syn_z	-1.85605313335288
ENSG00000072736	yes	syn_z	-0.823476920783743
ENSG00000174437	yes	syn_z	0.276157642841009
ENSG00000215644	yes	syn_z	-2.90867100854214
ENSG00000100060	yes	syn_z	-0.264015505887837
ENSG00000077420	yes	syn_z	0.420872595472627
ENSG00000116574	yes	syn_z	1.57101519400635
ENSG00000130349	yes	syn_z	0.651989454853662
ENSG00000130348	yes	syn_z	-0.487522738434617
ENSG00000054654	yes	syn_z	-2.14859694467053
ENSG00000151923	yes	syn_z	1.57011786130431
ENSG00000005001	yes	syn_z	-0.705264196476563
ENSG00000130340	yes	syn_z	0.74503781683397
ENSG00000180881	yes	syn_z	-1.16182459110845
ENSG00000130347	yes	syn_z	-0.795239136136456
ENSG00000099949	yes	syn_z	0.0246844006265624
ENSG00000165309	no	syn_z	0.556685017572153
ENSG00000178573	yes	syn_z	3.49864505363969
ENSG00000107562	yes	syn_z	-0.606380306312667
ENSG00000151012	yes	syn_z	0.0799201365218074
ENSG00000107560	yes	syn_z	-0.0168273475261478
ENSG00000151014	yes	syn_z	-1.20495614739313
ENSG00000107566	yes	syn_z	-0.740619384823511
ENSG00000099942	yes	syn_z	0.134966045035083
ENSG00000141858	yes	syn_z	-1.42642780974853
ENSG00000224689	yes	syn_z	-2.46703061509804
ENSG00000129451	yes	syn_z	0.326779393157235
ENSG00000101608	yes	syn_z	0.138117574490708
ENSG00000174136	yes	syn_z	0.317922410868753
ENSG00000101605	yes	syn_z	0.220688265067478
ENSG00000170100	yes	syn_z	-2.42032516710834
ENSG00000174132	yes	syn_z	1.00695119691455
ENSG00000196533	yes	syn_z	0.043964414072431
ENSG00000174130	yes	syn_z	0.473368570047374
ENSG00000196531	yes	syn_z	-1.60337002476722
ENSG00000198791	yes	syn_z	-0.592445059801226
ENSG00000197959	yes	syn_z	-0.0393284597380968
ENSG00000198793	yes	syn_z	0.173782284176524
ENSG00000198794	yes	syn_z	0.884412832837982
ENSG00000198795	yes	syn_z	-1.49607433298258
ENSG00000197779	yes	syn_z	-0.547196702363675
ENSG00000198797	yes	syn_z	-0.594752795975147
ENSG00000198799	yes	syn_z	-0.0434236331798549
ENSG00000197951	yes	syn_z	1.90836497610314
ENSG00000175550	yes	syn_z	-0.143258250309473
ENSG00000197956	yes	syn_z	0.0907479524269378
ENSG00000197771	yes	syn_z	0.394174472502369
ENSG00000072310	yes	syn_z	0.0312697372500008
ENSG00000153714	yes	syn_z	-0.342887251331327
ENSG00000103260	yes	syn_z	-0.142647536369845
ENSG00000189057	yes	syn_z	0.104306603125161
ENSG00000115084	yes	syn_z	-0.222798520561137
ENSG00000113430	yes	syn_z	3.03577649956575
ENSG00000085978	yes	syn_z	0.166347709572847
ENSG00000140319	yes	syn_z	0.233060398442133
ENSG00000012817	yes	syn_z	-3.7336427300422
ENSG00000169248	yes	syn_z	-0.547122212756283
ENSG00000169249	yes	syn_z	-0.119878084855392
ENSG00000169246	yes	syn_z	3.18032217285028
ENSG00000169247	no	syn_z	-1.42351200057621
ENSG00000169245	yes	syn_z	0.126214260876743
ENSG00000169242	yes	syn_z	0.167189868946775
ENSG00000169241	yes	syn_z	1.50027755711372
ENSG00000107581	yes	syn_z	-0.368847096465691
ENSG00000183864	yes	syn_z	0.63912688153035
ENSG00000089041	yes	syn_z	-0.141843237082281
ENSG00000141543	yes	syn_z	0.285268816261344
ENSG00000166484	yes	syn_z	-1.02865112454273
ENSG00000155085	yes	syn_z	0.312525747991304
ENSG00000111348	yes	syn_z	-1.29634998373575
ENSG00000124217	yes	syn_z	1.7363761181526
ENSG00000124214	yes	syn_z	-0.533702319005735
ENSG00000205978	yes	syn_z	-1.773335910659
ENSG00000124212	yes	syn_z	0.498973416045863
ENSG00000247596	yes	syn_z	0.904588709722662
ENSG00000120907	yes	syn_z	0.41707837695638
ENSG00000111341	yes	syn_z	-0.437771475447268
ENSG00000217555	yes	syn_z	1.21918675842928
ENSG00000000005	yes	syn_z	-0.570460531565488
ENSG00000111344	yes	syn_z	1.50424779727585
ENSG00000161970	yes	syn_z	-0.937918188743096
ENSG00000117228	yes	syn_z	-0.636462553866759
ENSG00000175073	yes	syn_z	0.102417550083159
ENSG00000135446	yes	syn_z	-0.646419084099082
ENSG00000135441	yes	syn_z	-0.518865767909509
ENSG00000079215	yes	syn_z	0.484210146418206
ENSG00000082014	yes	syn_z	-0.103452727182847
ENSG00000117222	yes	syn_z	1.30734659804542
ENSG00000185133	yes	syn_z	0.224632571205354
ENSG00000029364	yes	syn_z	-0.107168554259526
ENSG00000117226	yes	syn_z	-0.166951101221243
ENSG00000136425	yes	syn_z	0.230144970062135
ENSG00000138604	yes	syn_z	-0.309872079056744
ENSG00000169020	yes	syn_z	-0.782636512489511
ENSG00000152382	yes	syn_z	0.884340911204196
ENSG00000160087	yes	syn_z	1.18845613115396
ENSG00000036054	yes	syn_z	-0.245467791042304
ENSG00000175352	yes	syn_z	-0.477432839959159
ENSG00000213203	yes	syn_z	0.973113235873113
ENSG00000102119	yes	syn_z	-0.986165099552049
ENSG00000177752	no	syn_z	-1.88066619624163
ENSG00000105464	no	syn_z	3.19023773751296
ENSG00000095110	no	syn_z	-0.635703671089632
ENSG00000101850	yes	syn_z	-0.503316225099504
ENSG00000002587	yes	syn_z	1.61176589155474
ENSG00000104907	yes	syn_z	0.232184432774432
ENSG00000048649	yes	syn_z	-0.509302004045759
ENSG00000214078	yes	syn_z	0.351761575168974
ENSG00000150873	no	syn_z	-0.532232202635189
ENSG00000118418	yes	syn_z	0.22102333359572
ENSG00000269190	yes	syn_z	0.290089992043151
ENSG00000160883	yes	syn_z	-0.840577221429681
ENSG00000160882	no	syn_z	-1.71820528788705
ENSG00000165023	yes	syn_z	0.465905094142267
ENSG00000196597	yes	syn_z	-0.111460523709976
ENSG00000160886	yes	syn_z	0.00457288354228141
ENSG00000110169	yes	syn_z	-0.516713079448507
ENSG00000197991	no	syn_z	-0.441408746427573
ENSG00000160888	yes	syn_z	0.573540103925872
ENSG00000106384	no	syn_z	-0.541473853835008
ENSG00000177954	yes	syn_z	-0.969952896240251
ENSG00000143858	no	syn_z	0.621399816368877
ENSG00000177951	yes	syn_z	0.42357795767313
ENSG00000143669	yes	syn_z	-0.853361602483032
ENSG00000102805	yes	syn_z	0.471090759904654
ENSG00000102804	yes	syn_z	-1.4494079238714
ENSG00000198242	yes	syn_z	1.78547621894668
ENSG00000135070	yes	syn_z	1.0289314885983
ENSG00000143842	yes	syn_z	-1.28942424224006
ENSG00000198246	yes	syn_z	-1.7381799676475
ENSG00000143845	yes	syn_z	-1.1977317174763
ENSG00000144815	yes	syn_z	-0.376978201027344
ENSG00000135917	yes	syn_z	1.20743028301154
ENSG00000135916	yes	syn_z	0.466610427430866
ENSG00000135914	yes	syn_z	-1.01446576300151
ENSG00000135913	yes	syn_z	0.66948925937404
ENSG00000014914	yes	syn_z	-1.12320468690386
ENSG00000037474	yes	syn_z	0.498096660998635
ENSG00000014919	yes	syn_z	-0.201503392478444
ENSG00000105609	yes	syn_z	-0.448819701025416
ENSG00000034693	yes	syn_z	-0.14806745916985
ENSG00000181264	yes	syn_z	0.476965157345487
ENSG00000135919	yes	syn_z	0.309037493255634
ENSG00000176396	yes	syn_z	3.71838633536006
ENSG00000176390	yes	syn_z	-0.567843496190683
ENSG00000176393	yes	syn_z	0.812878092539935
ENSG00000176399	yes	syn_z	0.188193512489538
ENSG00000064932	yes	syn_z	-2.31026090162637
ENSG00000064933	yes	syn_z	1.0824408443364
ENSG00000132694	yes	syn_z	0.563034664850728
ENSG00000136936	yes	syn_z	0.478429816766267
ENSG00000143674	yes	syn_z	2.15670782054863
ENSG00000215187	yes	syn_z	0.271528430246526
ENSG00000083635	yes	syn_z	0.307283988557489
ENSG00000136932	yes	syn_z	-0.0683761471367015
ENSG00000136933	yes	syn_z	0.296290782586228
ENSG00000042088	yes	syn_z	0.48408039618316
ENSG00000136938	yes	syn_z	0.00792538316083328
ENSG00000132698	yes	syn_z	-0.504394284903758
ENSG00000198522	yes	syn_z	-0.289366119131982
ENSG00000102878	yes	syn_z	0.615156001726702
ENSG00000163673	yes	syn_z	-0.466221624600493
ENSG00000247626	yes	syn_z	1.68218754761951
ENSG00000167536	yes	syn_z	-0.0869555346555648
ENSG00000168374	yes	syn_z	0.332966904273399
ENSG00000189134	yes	syn_z	1.80347954644146
ENSG00000147874	yes	syn_z	-0.251193193697928
ENSG00000241058	yes	syn_z	-1.63634389139827
ENSG00000162105	yes	syn_z	1.71003221568731
ENSG00000182247	yes	syn_z	-0.751007778313769
ENSG00000188886	no	syn_z	0.267647871871722
ENSG00000182240	yes	syn_z	1.03359197324382
ENSG00000166483	yes	syn_z	1.04097588978969
ENSG00000166482	yes	syn_z	0.123832753047332
ENSG00000099331	yes	syn_z	-0.122212275075553
ENSG00000182938	no	syn_z	0.168487857056578
ENSG00000244025	no	syn_z	-0.793205056233026
ENSG00000108654	yes	syn_z	-3.31528262301866
ENSG00000116983	yes	syn_z	2.61936085666384
ENSG00000003989	yes	syn_z	-1.33914024964898
ENSG00000186951	yes	syn_z	0.140895359670529
ENSG00000151746	yes	syn_z	0.392589864975447
ENSG00000135298	yes	syn_z	-1.01646371815858
ENSG00000157388	yes	syn_z	1.71936947460158
ENSG00000196338	yes	syn_z	-0.502049751401482
ENSG00000124103	yes	syn_z	1.40874218135373
ENSG00000100603	yes	syn_z	0.277677082733544
ENSG00000115268	yes	syn_z	-1.33773367069743
ENSG00000010404	yes	syn_z	0.442614383201493
ENSG00000237289	yes	syn_z	1.43873250488528
ENSG00000171703	yes	syn_z	-0.762827698932206
ENSG00000115263	no	syn_z	-0.722519461957141
ENSG00000119231	yes	syn_z	0.0577973659104695
ENSG00000174010	yes	syn_z	-0.320560151964734
ENSG00000099308	yes	syn_z	0.846277208949976
ENSG00000115267	yes	syn_z	-0.890808506660552
ENSG00000140443	yes	syn_z	-0.420927381682793
ENSG00000100600	yes	syn_z	0.723990860552022
ENSG00000116985	yes	syn_z	3.32986064182632
ENSG00000047849	yes	syn_z	-0.376475461457427
ENSG00000196632	yes	syn_z	0.615167465977517
ENSG00000128655	yes	syn_z	0.0944096343074262
ENSG00000105619	yes	syn_z	-0.868060393251816
ENSG00000124107	yes	syn_z	-1.29818766726209
ENSG00000074621	yes	syn_z	-0.033711396157625
ENSG00000153207	yes	syn_z	1.14987471052524
ENSG00000105618	yes	syn_z	-0.403402782061231
ENSG00000161558	yes	syn_z	0.555968596037783
ENSG00000108389	yes	syn_z	-0.11138148283856
ENSG00000108387	yes	syn_z	0.930438441753848
ENSG00000108384	yes	syn_z	-0.783985287443335
ENSG00000100604	yes	syn_z	-0.964578190457477
ENSG00000091140	yes	syn_z	-0.635749616496484
ENSG00000166343	yes	syn_z	-0.171733988224782
ENSG00000153233	yes	syn_z	-0.759468157400127
ENSG00000165688	yes	syn_z	-0.929642757913283
ENSG00000165689	yes	syn_z	-1.11098179002535
ENSG00000108474	yes	syn_z	-0.782295884914784
ENSG00000165682	yes	syn_z	-1.76592513735891
ENSG00000108479	yes	syn_z	-0.389672034406642
ENSG00000147573	yes	syn_z	-0.396479343508425
ENSG00000165684	yes	syn_z	-3.31460323093337
ENSG00000151835	yes	syn_z	-2.92714830037979
ENSG00000177042	yes	syn_z	-0.11557675009624
ENSG00000153064	yes	syn_z	-0.357759739859398
ENSG00000129566	yes	syn_z	0.0656634986964861
ENSG00000177045	yes	syn_z	0.813833996161739
ENSG00000120159	yes	syn_z	-0.826883859757721
ENSG00000115884	yes	syn_z	-0.145736369824352
ENSG00000183260	yes	syn_z	2.60623276773278
ENSG00000158006	yes	syn_z	-1.11924635028176
ENSG00000111364	yes	syn_z	0.827557294958386
ENSG00000138750	yes	syn_z	1.14385581177673
ENSG00000141232	yes	syn_z	-0.989139221447317
ENSG00000138756	yes	syn_z	-0.175631372950345
ENSG00000138757	yes	syn_z	-0.391052745637607
ENSG00000138755	yes	syn_z	0.274510889151885
ENSG00000172673	yes	syn_z	-0.707867465110474
ENSG00000138758	yes	syn_z	0.880646572111672
ENSG00000138759	yes	syn_z	-1.60720409092273
ENSG00000127824	yes	syn_z	0.334940756343291
ENSG00000173818	yes	syn_z	-0.776568719371849
ENSG00000173812	yes	syn_z	1.10975512630867
ENSG00000011638	yes	syn_z	0.0789661584780738
ENSG00000136750	yes	syn_z	0.989144661064555
ENSG00000185736	yes	syn_z	0.662398263605973
ENSG00000182156	yes	syn_z	0.712760306627487
ENSG00000185730	yes	syn_z	1.68955298070873
ENSG00000136758	yes	syn_z	-0.62978034082134
ENSG00000115486	yes	syn_z	-1.19203752574505
ENSG00000115484	yes	syn_z	-1.20820016480585
ENSG00000129625	yes	syn_z	-0.0877252597448827
ENSG00000103005	yes	syn_z	0.0697610977937686
ENSG00000010322	yes	syn_z	0.266321802467808
ENSG00000196236	yes	syn_z	0.939832292778596
ENSG00000010327	yes	syn_z	-0.0576176589702518
ENSG00000196233	yes	syn_z	0.278248531946304
ENSG00000090097	yes	syn_z	-0.0914455634483947
ENSG00000213445	yes	syn_z	2.48441180361342
ENSG00000173540	yes	syn_z	0.306581846904813
ENSG00000068971	yes	syn_z	0.174103213008446
ENSG00000249087	yes	syn_z	0.585695410164062
ENSG00000116017	yes	syn_z	0.394552888425226
ENSG00000116016	yes	syn_z	-2.09963707494819
ENSG00000172493	yes	syn_z	-2.02603754898738
ENSG00000187391	yes	syn_z	2.71277148686612
ENSG00000173230	yes	syn_z	-0.818077581931174
ENSG00000112062	yes	syn_z	0.578346942856543
ENSG00000187398	yes	syn_z	-0.805066139336897
ENSG00000179071	no	syn_z	-1.8654979143847
ENSG00000173726	yes	syn_z	0.627667151346696
ENSG00000011451	yes	syn_z	-0.402217252099297
ENSG00000186047	yes	syn_z	1.43485620247469
ENSG00000204099	yes	syn_z	-0.718175747848541
ENSG00000011454	yes	syn_z	-0.107157831058018
ENSG00000186049	no	syn_z	-0.364559186893875
ENSG00000122033	yes	syn_z	0.079024443167082
ENSG00000119906	yes	syn_z	-0.688827794786039
ENSG00000166821	yes	syn_z	-0.794665998055846
ENSG00000180644	yes	syn_z	-0.423430989981609
ENSG00000090238	yes	syn_z	0.838833649227954
ENSG00000129197	yes	syn_z	-0.776261324517399
ENSG00000119900	yes	syn_z	0.626578443016211
ENSG00000179813	yes	syn_z	-0.127348143009005
ENSG00000183671	yes	syn_z	-0.75724031487539
ENSG00000137809	yes	syn_z	-0.865826329062926
ENSG00000180929	no	syn_z	3.48819867587728
ENSG00000140470	yes	syn_z	-1.70320785393355
ENSG00000148450	yes	syn_z	0.824959724882487
ENSG00000180938	yes	syn_z	0.132790335087203
ENSG00000076662	yes	syn_z	1.6209754561056
ENSG00000068120	yes	syn_z	1.29374601697985
ENSG00000170471	yes	syn_z	-0.533859892177456
ENSG00000128284	yes	syn_z	-0.667736952208172
ENSG00000148459	yes	syn_z	1.07097865356044
ENSG00000116903	yes	syn_z	1.51496588145952
ENSG00000104154	yes	syn_z	0.936639877870439
ENSG00000112280	yes	syn_z	-1.38443671387584
ENSG00000159352	yes	syn_z	-0.059310780085236
ENSG00000112282	yes	syn_z	-0.024768015457424
ENSG00000170477	yes	syn_z	-0.195401734158093
ENSG00000110721	yes	syn_z	1.47704381460316
ENSG00000104408	yes	syn_z	-0.0698038633356678
ENSG00000050030	yes	syn_z	-1.14288993385248
ENSG00000125676	yes	syn_z	0.109710415030893
ENSG00000117500	yes	syn_z	0.45183773774631
ENSG00000107175	yes	syn_z	0.0740465507840035
ENSG00000113083	yes	syn_z	1.47142114165382
ENSG00000117505	yes	syn_z	-0.627214799314945
ENSG00000100632	yes	syn_z	-0.0888546429374883
ENSG00000137486	yes	syn_z	0.884941961490679
ENSG00000085563	yes	syn_z	-0.784728353905124
ENSG00000188878	yes	syn_z	-0.497034866259381
ENSG00000174099	yes	syn_z	0.0253952537673791
ENSG00000196498	yes	syn_z	-0.682433121908027
ENSG00000154920	yes	syn_z	-0.0935876775822118
ENSG00000196943	yes	syn_z	-0.111123965314484
ENSG00000137409	yes	syn_z	0.502962751529318
ENSG00000137404	yes	syn_z	0.872927736903479
ENSG00000164221	yes	syn_z	-0.156928675334949
ENSG00000164220	yes	syn_z	-1.37315444024871
ENSG00000128573	yes	syn_z	-1.1343990606166
ENSG00000178295	yes	syn_z	-0.389820835461926
ENSG00000100239	yes	syn_z	0.15217115883171
ENSG00000060138	yes	syn_z	0.00961782678180872
ENSG00000088247	yes	syn_z	-1.81909339370546
ENSG00000100234	yes	syn_z	0.665684214088094
ENSG00000058063	yes	syn_z	0.847783827634863
ENSG00000128578	yes	syn_z	-0.261988094452262
ENSG00000186111	yes	syn_z	-0.736588570382341
ENSG00000100722	yes	syn_z	-1.16727471458732
ENSG00000197540	yes	syn_z	-0.683706104734315
ENSG00000120217	yes	syn_z	-1.60620040229983
ENSG00000120742	yes	syn_z	0.0625732032264932
ENSG00000196418	no	syn_z	0.024201965431813
ENSG00000197019	yes	syn_z	0.142503578383206
ENSG00000197548	yes	syn_z	-0.022543969543162
ENSG00000267534	yes	syn_z	0.519408456191317
ENSG00000166831	yes	syn_z	-0.609741236065694
ENSG00000189410	no	syn_z	-1.16681630851137
ENSG00000184860	yes	syn_z	-1.21338880156452
ENSG00000176946	yes	syn_z	0.205315293097596
ENSG00000107719	yes	syn_z	-0.368189917642645
ENSG00000166833	yes	syn_z	-0.380743082815476
ENSG00000143536	yes	syn_z	-0.682179930424439
ENSG00000174891	yes	syn_z	-0.810202630388044
ENSG00000167525	yes	syn_z	-0.341623123948641
ENSG00000110756	yes	syn_z	-0.121611980287522
ENSG00000125447	yes	syn_z	-0.364689781247893
ENSG00000170734	yes	syn_z	-0.525853684056687
ENSG00000167524	yes	syn_z	-0.415671083343422
ENSG00000125538	yes	syn_z	-0.477564718187144
ENSG00000174898	no	syn_z	-0.936227412040921
ENSG00000178127	yes	syn_z	0.481427478909619
ENSG00000008405	yes	syn_z	-1.17876626488227
ENSG00000168610	yes	syn_z	0.436892064647724
ENSG00000112936	yes	syn_z	-2.57522540964273
ENSG00000143473	no	syn_z	-0.111935794276633
ENSG00000167526	yes	syn_z	0.201287657943596
